group,replicate,barcode,input_file,fasta,gtf
sampleName,1,,small_samples/small_NA12878_DNA.pod5,/data/upwaszak/public/genomes/GRCh38DH/GRCh38_full_analysis_set_plus_decoy_hla.fa,
